base	number	argnum	definition	note	definition_fin	note_fin
viitata	3	0	Creature who gestures	NULL	Olio, joka viittoo	NULL
viitata	3	1	Creature gestured at	NULL	Olio, jolle viitotaan	NULL
viitoittaa	1	0	Entity signposting	NULL	Viitoittaja	NULL
viitoittaa	1	1	Signpost	NULL	Viitta	NULL
viitoittaa	1	2	Target	NULL	Kohderyhmä	NULL
viitsiä	1	0	Entity taking the trouble, agent	NULL	Taho, joka viitsii, agentti	NULL
viitsiä	1	1	Thing done, real action	NULL	Asia, joka viitsitään tehdä, toiminta	NULL
viittoa	1	0	Entity signing arg1	NULL	Taho, joka viittoo arg1:n	NULL
viittoa	1	1	Utterance	NULL	Repliikki	NULL
viittoa	1	2	Entitysigned arg1 to	NULL	Taho, jolle arg1 viitotaan	NULL
viittoilla	1	0	Creature who gestures	NULL	Olio, joka viittoo	NULL
viittoilla	1	1	Creature gestured at	NULL	Olio, jolle viitotaan	NULL
viivytellä	1	0	Entity dawdling	NULL	Taho, joka viivyttelee	NULL
viivyttää	1	0	Entity or thing causing delay	Agent or causer	Taho tai asia, joka aiheuttaa viivästyksen	Agentti tai aiheuttaja
viivyttää	1	1	Event or thing delayed	NULL	Tapahtuma tai asia, joka viivästyy	NULL
viivyttää	1	2	Delay, EXT	NULL	Viivästys, EXT	NULL
viivästyttää	1	0	Entity or thing causing delay	Agent or causer	Taho tai asia, joka aiheuttaa viivästyksen	Agentti tai aiheuttaja
viivästyttää	1	1	Event or thing delayed	NULL	Tapahtuma tai asia, joka viivästyy	NULL
viivästyttää	1	2	Delay, EXT	NULL	Viivästys, EXT	NULL
viivästyä	1	1	Entity or thing being late	NULL	Taho tai asia, joka on myöhässä	NULL
vilahtaa	1	0	Entities who flash by	NULL	Tahot, joka vilisevät silmissä	NULL
vilistä	1	0	Entities who flash by	NULL	Tahot, joka vilisevät silmissä	NULL
vilistä	2	0	Entities bustling	NULL	Tahot, jotka vilisevät	NULL
vilistä	2	2	LOC	NULL	LOC	NULL
vilistää	1	0	Entities bustling	NULL	Tahot, jotka vilisevät	NULL
vilistää	1	2	LOC	NULL	LOC	NULL
viljellä	1	0	Entity growing	NULL	Taho, joka kasvattaa	NULL
viljellä	1	1	Thing grown	NULL	Asia, jota kasvatetaan	NULL
viljellä	1	2	Source	NULL	Lähde	NULL
vilkaista	1	0	Entity watching	NULL	Taho, joka katsoo	NULL
vilkaista	1	1	Entity or thing watched	NULL	Taho tai asia, jota katsotaan	NULL
vilkkua	1	1	Entity flashing	NULL	Vilkkuva taho	NULL
vilkuilla	1	0	Entity watching	NULL	Taho, joka katsoo	NULL
vilkuilla	1	1	Entity or thing watched	NULL	Taho tai asia, jota katsotaan	NULL
vilkutella	1	0	Entity causing flashing	Agent	Taho, joka aiheuttaa välähtämisen	Agentti
vilkutella	1	1	Thing flashing	E.g. light	Asia, joka välähtää	Esim. valo
vilkutella	1	2	LOC	NULL	LOC	NULL
vilkuttaa	1	0	Entity waving	NULL	Taho, joka heiluttaa	NULL
vilkuttaa	1	1	Body part or thing waved	NULL	Kehon osa tai asia, jota heilutetaan	NULL
villitä	1	0	Entity or thing rousing	NULL	Taho tai asia, joka villitsee	NULL
villitä	1	1	Entity roused	NULL	Taho, joka villiintyy	NULL
vinguttaa	1	0	Entity making something squeak	NULL	Taho, joka saa jonkin vinkumaan	NULL
vinguttaa	1	1	Thing squeaking	NULL	Vinkuva asia	NULL
vinkata	1	0	Creature or thing who strikes	E.g. a heart or a clock is seen as causer and hence also arg0	Olento tai asia, joka lyö	Esim. sydän ja kello katsotaan aiheuttajiksi, ja siksi ovat myös arg0
vinkata	1	1	Entity hit	NULL	Taho tai asia, jota lyödään	NULL
vinkata	1	2	Instrument	NULL	Väline	NULL
vinkua	1	1	Thing whizzing past	NULL	Asia, joka suhahtaa	NULL
vireyttää	1	0	Entity causing something to become vital	NULL	Taho, joka aiheuttaa jonkin tulemisen vireäksi	NULL
vireyttää	1	1	Entity or thing becoming vital	NULL	Vireäksi tuleva taho tai asia	NULL
virittää	1	0	Entity who tunes	NULL	Taho, joka virittää	NULL
virittää	1	1	Thing tuned	NULL	Asia, joka viritetään	NULL
virittää	2	0	Entity who sets	NULL	Taho, joka virittää	NULL
virittää	2	1	Trap	NULL	Ansa	NULL
virkistyä	1	1	Entity feeling refreshed	NULL	Taho, joka virkistyy	NULL
virota	1	1	Entity waking up	NULL	Taho, joka herää	NULL
virota	1	2	The state awoken from	NULL	Tila, josta herätään	NULL
virota	1	3	Thing awoken to	NULL	Asia, johon herätään	NULL
virrata	1	1	Entity or thing flowing	NULL	Taho tai asia, joka virtaa	NULL
virua	1	1	Entity languishing	NULL	Taho, joka viruu	NULL
virua	1	2	LOC or state	NULL	LOC tai tila	NULL
visioida	1	0	Entity who imagines	NULL	Taho, joka kuvittelee	NULL
visioida	1	1	Object, thing being imagined	NULL	Kohde, asia, jota kuvitellaan	NULL
visioida	1	2	Attribute	E.g. "government imagines safety requirements for automobiles" (tags: rare)	Attribuutti	Esim. "hallitus visioi turvavaatimuksia autoille"
viskata	1	0	Entity throwing arg1	NULL	Taho, joka heittää arg1:n	NULL
viskata	1	1	Thing thrown	NULL	Heitetty asia	NULL
viskata	1	2	Destination	NULL	Määränpää	NULL
viskoa	1	0	Entity throwing arg1	NULL	Taho, joka heittää arg1:n	NULL
viskoa	1	1	Thing thrown	NULL	Heitetty asia	NULL
viskoa	1	2	Destination	NULL	Määränpää	NULL
vislata	1	0	Creature making noise	NULL	Olento, joka pitää ääntä	NULL
vislata	1	1	Noise, tune	NULL	Melu, sävel	NULL
vislata	1	2	Hearer	(tags: rare)	Kuulija	NULL
vispata	1	0	Entity whisking	NULL	Taho, joka vispaa	NULL
vispata	1	1	Thing(s) whisked	NULL	Asia(t), jo(i)ta vispataan	NULL
vispata	1	2	Instrument	NULL	Väline	NULL
vituttaa	1	0	Entity or thing causing someone to be pissed off	Agent or causer	Taho tai asia, joka vituttaa jotakuta	Agentti tai aiheuttaja
vituttaa	1	1	Entity pissed off	NULL	Taho, jota vituttaa	NULL
viuhtoa	1	0	Entity who flails or swings something	NULL	Taho, joka huitoo	NULL
viuhtoa	1	1	Thing or body part swinged or flailed	NULL	Esine tai ruumiinosa, jolla huidotaan	NULL
viuhua	1	1	Thing zinging	NULL	Asia, joka viuhuu	NULL
voida	1	0	Entity being able, agent	NULL	Taho, joka voi jollekin jotain, agentti	NULL
voida	1	1	Thing that arg0 is able to (do)	NULL	Asia, jonka arg0 voi (tehdä)	NULL
voida	1	2	Thing arg0 helps by doing arg1	NULL	Asia, jolle arg0 voi arg1:n	NULL
voida	2	0	Entity being in some condition, experiencer	NULL	Taho, joka voi jollakin tavalla	NULL
voida	2	2	MNR	NULL	MNR	NULL
voidella	1	0	Entity who butters	NULL	Taho, joka voitelee	NULL
voidella	1	1	Bread	NULL	Leipä	NULL
voidella	1	2	Butter or margarine, thing buttered with	NULL	Voi tai margariini, asia, jolla voidellaan	NULL
voimistaa	1	0	Entity or thing causing something to become stronger	Agent or causer	Taho tai asia, joka aiheuttaa jonkin voimakkaammaksi tulemisen	Agentti tai aiheuttaja
voimistaa	1	1	Entity or thing becoming stronger	NULL	Taho tai asia, josta tulee voimakkaampi	NULL
voimistaa	1	2	EXT	NULL	EXT	NULL
voimistua	1	1	Entity or thing strengthening	NULL	Taho tai asia, joka voimistuu	NULL
voimistua	1	2	EXT	NULL	EXT	NULL
voimistua	1	3	Start point	NULL	Lähtötila	NULL
voimistua	1	4	End point	NULL	Lopputila	NULL
voittaa	1	0	Entity who wins	NULL	Taho, joka voittaa	NULL
voittaa	1	1	Prize	NULL	Palkinto	NULL
voittaa	1	2	Competition	Interpret loosely	Kilpailu	Tulkitse väljästi
voittaa	1	3	Loser	NULL	Häviäjä	NULL
voittaa	1	4	Instrument, manner, means	Interpret loosely	Väline, keino, tapa	Tulkitse väljästi
voivotella	1	0	Moaner	NULL	Voivottelija	NULL
voivotella	1	1	Entity bemoaned	NULL	Voivoteltava asia	NULL
vuokrata	1	0	Renter	NULL	Vuokralainen	NULL
vuokrata	1	1	Thing rent	NULL	Asia, joka vuokrataan	NULL
vuokrata	1	2	Landlord	NULL	Vuokraisäntä	NULL
vuokrata	2	0	Landlord	NULL	Vuokraisäntä	NULL
vuokrata	2	1	Thing rented	NULL	Asia, joka vuokrataan	NULL
vuokrata	2	2	Renter	NULL	Vuokralainen	NULL
vuolla	1	0	Entity carving	NULL	Taho, joka veistää	NULL
vuolla	1	1	Thing carved	NULL	Asia, jota veistetään	NULL
vuolla	1	2	Material	NULL	Materiaali	NULL
vuorata	1	0	Entity who does lining	NULL	Taho, joka vuoraa	NULL
vuorata	1	1	Thing lined	NULL	Asia, joka vuorataan	NULL
vuorata	1	2	Material for lining	NULL	Vuorausmateriaali	NULL
vuorotella	1	1	Switching things	NULL	Vuorottelevat asiat	NULL
vuotaa	1	0	Entity leaking, source	both in elat. and nom cases	Vuotava taho, lähtöpiste	sekä elat. että nom. sijoissa
vuotaa	1	1	Substance leaked by/from arg0	NULL	Asia, jota arg0 vuotaa	NULL
vyöryä	1	1	Thing plunging	NULL	Asia, joka hyökyy	NULL
vyöryä	2	1	Thing flowing	NULL	Asia, joka valuu	NULL
vyöryä	2	2	Destination	NULL	Loppupaikka	NULL
vyörähtää	1	1	Thing plunging	NULL	Asia, joka hyökyy	NULL
väheksyä	1	0	Entity who belittles	NULL	Taho, joka väheksyy	NULL
väheksyä	1	1	Entity or thing belittled	NULL	Taho tai asia, jota vähätellään	NULL
vähentyä	1	1	Entity falling	NULL	Taho tai asia, joka putoaa	NULL
vähentyä	1	2	EXT	NULL	EXT	NULL
vähentyä	1	3	Start point	NULL	Alkupiste	NULL
vähentyä	1	4	End point	NULL	Loppupiste	NULL
vähentää	1	0	The entity reducing or causer of reduce	NULL	Vähentävä taho tai sen aiheuttava asia	NULL
vähentää	1	1	The thing reduced	NULL	Vähennettävä asia	NULL
vähentää	1	2	EXT	NULL	EXT	NULL
vähentää	1	3	Start point	NULL	Lähtökohta	NULL
vähentää	1	4	End point	NULL	Lopputilanne	NULL
vähetä	1	1	Thing decreasing	NULL	Asia, joka vähenee	NULL
väijyä	1	0	Thing prowling	NULL	Taho tai asia, joka vaanii	NULL
väijyä	1	1	Thing prowled	NULL	Taho tai asia, jota väijytään	NULL
väistyä	1	1	Thing moving over	NULL	Väistyvä asia	NULL
väistää	1	0	Entity giving way	NULL	Taho, joka väistää	NULL
väistää	1	1	Entity or thing given way, thing evaded	NULL	Taho tai asia, jota väistetään	NULL
väitellä	1	0	Entity who debates	NULL	Taho, joka väittelee	NULL
väitellä	1	1	Entity argued with	NULL	Taho, jonka kanssa väitellään	NULL
väitellä	1	2	Subject	NULL	Asia	NULL
väitellä	2	0	Entity who defences thesis	NULL	Taho, joka väittelee, puolustaa väitöskirjaansa	NULL
väittää	1	0	Person claiming	NULL	Väittävä taho	NULL
väittää	1	1	Thing claimed	NULL	Väitetty asia	NULL
väittää	1	2	Hearer	NULL	Kuulija	NULL
välittyä	1	1	Thing coming across to someone	NULL	Asia, joka välittyy jollekulle	NULL
välittyä	1	2	Entity to whom arg1 comes accross	NULL	Taho, jolle arg1 välittyy	NULL
välittää	1	0	Creature feeling affection or interest	NULL	Olento, joka tuntee kiintymystä tai kiinnostusta	NULL
välittää	1	1	Object of affection or interest	NULL	Kiintymyksen tai kiinnostuksen kohde	NULL
välittää	2	0	Sender, speaker	NULL	Lähettäjä, puhuja	NULL
välittää	2	1	Thing sent, utterance	NULL	Lähetetty asia, lausahdus	NULL
välittää	2	2	Recipient, hearer	NULL	Vastaanottaja, kuulija	NULL
välkehtiä	1	0	Entity that shines	NULL	Asia tai taho joka loistaa	NULL
välkehtiä	1	1	Light or other substance shined	Can be metaphorical	Valo tai muu asia, jota loistetaan	Voi olla kuvainnollinen
välkehtiä	1	2	Entity illuminated	NULL	Asia tai taho, joka valaistaan	NULL
välkkyä	1	0	Entity that shines	NULL	Asia tai taho joka loistaa	NULL
välkkyä	1	1	Light or other substance shined	Can be metaphorical	Valo tai muu asia, jota loistetaan	Voi olla kuvainnollinen
välkkyä	1	2	Entity illuminated	NULL	Asia tai taho, joka valaistaan	NULL
vältellä	1	0	Entity avoiding	NULL	Taho, joka välttää	NULL
vältellä	1	1	Entity avoided	NULL	Taho tai asia, jota vältetään	NULL
välttyä	1	1	Entity managing to avoid	NULL	Taho, joka välttyy	NULL
välttyä	1	2	Thing avoided	NULL	Asia, jolta vältytään	NULL
välttää	1	0	Entity avoiding	NULL	Taho, joka välttää	NULL
välttää	1	1	Entity avoided	NULL	Taho tai asia, jota vältetään	NULL
välähtää	1	1	Thing flashing	E.g. light	Asia, joka välähtää	Esim. valo
välähtää	1	2	LOC	NULL	LOC	NULL
väläyttää	1	0	Entity who flashes	NULL	Taho, joka väläyttää	NULL
väläyttää	1	1	Thing flashed	NULL	Asia, jota väläytetään	NULL
väläyttää	1	2	LOC	NULL	LOC	NULL
vängätä	1	0	Entity who debates	NULL	Taho, joka väittelee	NULL
vängätä	1	1	Entity argued with	NULL	Taho, jonka kanssa väitellään	NULL
vängätä	1	2	Subject	NULL	Asia	NULL
väreillä	1	1	Thing quivering	NULL	Asia, joka väreilee	NULL
väristä	1	1	Entity or thing trembeling	NULL	Taho tai asia, joka värisee	NULL
värittää	1	0	Entity colouring	NULL	Taho, joka värittää	NULL
värittää	1	1	Thing coloured	NULL	Asia, joka väritetään	NULL
värittää	1	2	How	NULL	Miten tai millä	NULL
värjätä	1	0	Entity who dyes	NULL	Taho, joka värjää	NULL
värjätä	1	1	Thing dyed	NULL	Asia, jota värjätään	NULL
värjätä	1	2	Colour, result	NULL	Väri, lopputulos	NULL
värjäytyä	1	1	Entity dying	NULL	Värjäytyvä asia	NULL
värjäytyä	1	2	Result	NULL	Lopputulos	NULL
värkätä	1	0	Entity performing	NULL	Taho, joka suorittaa	NULL
värkätä	1	1	Thing performed	NULL	Asia, joka suoritetaan	NULL
värkätä	1	2	Instrument	(tags:rare)	Väline	NULL
värkätä	1	3	Entity or thing arg1 is done to	NULL	Taho tai asia, jolle arg1 tehdään	NULL
värvätä	1	0	Entity recruiting someone	NULL	Taho, joka värvää jonkun	NULL
värvätä	1	1	Entity recruited	NULL	Värvätty taho	NULL
värvätä	1	2	Group, job	Sometimes other predicate of arg1	Ryhmä, työ	Joskus muu arg1:n predikaatti
värvätä	1	3	Source	NULL	Lähde	NULL
väsyttää	1	1	Entity being tired	NULL	Taho, jota väsyttää	NULL
väsyä	1	1	Tired entity	NULL	Väsynyt taho	NULL
vääntelehtiä	1	0	Entity squirming	NULL	Taho, joka vääntelehtii	NULL
vääntelehtiä	1	1	Reason	NULL	Syy	NULL
vääntyä	1	1	Thing twisting	NULL	Asia, joka vääntyy	NULL
vääntyä	1	2	How	NULL	Miten	NULL
vääntäytyä	1	0	Entity doing	NULL	Taho, joka tekee	NULL
vääntäytyä	1	1	Thing done	Xcomp	Tehty asia	Xcomp
vääntää	1	0	Entity who twists	NULL	Taho, joka vääntää	NULL
vääntää	1	1	Thing twisted	NULL	Asia, jota väännetään	NULL
vääntää	2	0	Entity making jokes	NULL	Taho, joka kertoo vitsejä	NULL
vääntää	2	1	joke, jokes	NULL	Vitsit	NULL
vääntää	3	0	Entity fighting	NULL	Tappeleva taho	NULL
vääntää	3	1	Entity fought against	NULL	Tappelun vastapuoli	NULL
vääntää	3	2	Reason of the battle	NULL	Tappelun aihe	NULL
väärentää	1	0	Entity or thing that counterfeits	NULL	Taho tai asia, joka väärentää	NULL
väärentää	1	1	Thing manipulated or acted against	NULL	Asia, jota manipuloidaan tai jota vastaan toimitaan	NULL
vääristyä	1	1	Thing distorted	NULL	Asia, joka vääristyy	NULL
vääristää	1	0	Causer of distortion	NULL	Vääristymän aiheuttaja	NULL
vääristää	1	1	Thing skewed	NULL	Asia, joka vääristyy	NULL
yhdenmukaistaa	1	0	Entity standardizing arg1	NULL	Taho, joka yhdenmukaistaa arg1:n	NULL
yhdenmukaistaa	1	1	Entity or thing standardized	NULL	Taho tai asia, joka yhdenmukaistetaan	NULL
yhdentää	1	0	Entity integrating something	NULL	Taho, joka integroi jotain	NULL
yhdentää	1	1	Thing integrated	NULL	Asia, joka integroidaan	NULL
yhdentää	1	2	Thing arg1 is integrated into/with	NULL	Asia, johon tai jonka kanssa arg1 integroidaan	NULL
yhdistellä	1	0	Entity connecting	Note! Causer even if not animate	Taho tai asia, joka yhdistää	Huom! Aiheuttaja vaikkei olisikaan elollinen
yhdistellä	1	1	Entity connected	NULL	Yhdistettävä asia tai olio	NULL
yhdistellä	1	2	Entity (arg1 is) connected to	NULL	Asia tai olio, johon (arg1) yhdistetään	NULL
yhdistellä	1	3	Instrument	NULL	Väline, jolla yhdistetään	NULL
